Profile ID;Organisation;Location;Work Category;
17368;Grant a Smile Foundation of India;Maharashtra, Pune;Children , Senior Citizens;
17978;Grant Medical Foundation;Maharashtra, Pune;Blood donation;
13176;Granth Sangrahalay Shri Ram Wachnalay;Maharashtra, Jalna;Library;
13078;Granthraj Shree Dnyaneshwari Sewa pratishthan;Maharashtra, Dombivilli;Library , Spiritual Development;
12828;Grass Roots Action for Social Participation;Maharashtra, Aurangabad;Medical - Naturopathy , Rural Development , Women;
19172;GRASSROOT;Meghalaya, Shillong;Art and Culture , Capacity Building , Youth;
15454;GRASSroot Solutions;Maharashtra, Mumbai, Malabar Hill;Education - Literacy , Microfinance , Social Welfare;
25806;Grassroots Foundation;Tamil Nadu, Chennai;Children , Holistic Development , Women;
25806;Grassroots Foundation;Tamil Nadu, Chennai;Children , Holistic Development , Women;
7696;GRASSROOTS INDIA;Delhi, Delhi;Agriculture , Capacity Building , Children - Education;
33058;Great Bhadohi Crafts Society;Uttar Pradesh, Bhadohi;Business - Marketing , Community Development , Empowerment;
17446;GREAT Foundation;Maharashtra, Pune;Children , Children - Early Intervention , Children - Education;
8560;Great India Education And Social;Delhi, Delhi;Children - Education , Social Welfare;
7770;Great Indian Dream Foundation;Delhi, Delhi;Children - Education , Community Development;
8562;Great River of Happiness (India);Delhi, Delhi;Children - Education , Social Welfare;
1544;Greater Alwal Allied Service Association;Andhra Pradesh, Secunderabad;Citizen Groups , Citizen Groups , Community Development , Community Development , Social Welfare , Social Welfare;
17202;Greater Grace Navi Mumbai Church and Bible College;Maharashtra, Navi Mumbai;Spiritual Development;
13824;Greater India Friendship Trust - GIFT;Maharashtra, Mumbai, Bandra (W);Children;
16542;Greater India Frirendship Trust;Maharashtra, Mumbai - Vasai;Children - Education , Children - Slums , Communal Harmony;
36808;Greater Mysore Chamber Of Industry, The;Karnataka, Bangalore;Social Welfare;
8564;Green Age;Delhi, Delhi;Social Welfare;
14872;Green ChemisTree Foundation;Maharashtra, Mumbai, Goregaon (E);Capacity Building , Environment , Sustainable Development;
32796;GREEN CIRCLE - A Social Organisation;Tripura, Agartala;Environment , Medical - HIV / AIDs , Social Welfare;
27744;Green Cross India Foundation;Tamil Nadu, Dindigul;Children - Education , Children - Orphanages , Children - Slums;
15494;Green Cross Society;Maharashtra, Mumbai, Malad (W);Environment;
36424;Green Earth Foundation;Karnataka, Bangalore;Environment;
31130;Green Educational Trust;Tamil Nadu, Thiruvannamalai;Children - Education , Social Welfare;
4334;Green Eminent Research Centre;Gujarat, Baroda;ICT - Information and Communication Technology , Rural Development , Urban Development;
17934;Green Energy Miisison;Maharashtra, Pune;Education - Literacy , Environment , Sustainable Development;
36688;Green Foundation - Bangalore;Karnataka, Bangalore;Rural Development;
15282;Green Foundation - Mumbai;Maharashtra, Mumbai, Kurla (W);Children , Medical - Services , Senior Citizens;
34718;Green Future Vision;West Bengal, Kolaghat;Children , Education - Literacy , Self - Employment;
22068;Green Global;Pondicherry, Pondicherry;Agriculture , Environment , Rural and Urban Development;
24518;green global trust;Tamil Nadu, Chennai;Agriculture , Environment , Rural and Urban Development;
32166;GREEN GLOBE CHARITABLE TRUST;Tamil Nadu, Trichy;Children , Children - Orphanages , Children - Slums;
34112;Green Himalaya Foundation;Uttaranchal, Others;Education - Slow Learners , Environment , Rural Development;
33462;Green India Educational Society;Uttar Pradesh, Lucknow;Social Welfare;
32380;Green India Foundation;Tamil Nadu, Vellore;Social Welfare , Social Welfare;
39838;Green India Trust;Karnataka, Mangalore;Social Welfare;
13578;Green Indians;Maharashtra, Mumbai, Andheri (E);Environment , Youth;
36158;Green Indus - Tree;Karnataka, Bangalore;Environment;
8566;Green Institute for Research and Development;Delhi, Delhi;Medical - Research Centre;
16516;Green Livelihoods Centre;Maharashtra, Mumbai, Worli;Environment , Networks , Sustainable Development;
872;Green Occasion Development Society;Andhra Pradesh, Hyderabad;Children , Medical - HIV / AIDs;
8568;Green Park Free Church;Delhi, Delhi;Trusts;
2784;Green Park Social & Educational Society;Chhattisgarh, Ambikapur;Children - Education , Disabilities , Rural Development;
5216;Green Planet;Gujarat, Kalol(Pachamahal);Children - Education;
11624;green planet society for social work;Madhya Pradesh, Chindara;Agriculture , Rural and Urban Development , Women;
18044;Green Pune Movement;Maharashtra, Pune;Environment;
3370;Green Ray Foundation;Goa, Ponda;Social Welfare , Social Welfare;
35772;Green Scan Consultants (Society);Jammu and Kashmir, Srinagar;Afforestation , Agriculture , Children - Education;
13718;Green Schools;Maharashtra, Mumbai, Andheri (W);Agriculture , Community Development , Environment;
17602;GREEN THUMBS;Maharashtra, Pune;Children - Education;
27652;Green Vision Foundation;Tamil Nadu, Dindigul;Children - Education , Social Welfare;
32026;Green World Rural and Urban Development Society;Tamil Nadu, Trichy;Social Welfare , Social Welfare;
13586;Green World Trust;Maharashtra, Mumbai, Andheri (E);Environment;
14506;Green Yatra;Maharashtra, Mumbai, Dahisar (E);Afforestation , Children - Education , Environment;
6292;GreenBandhu Environmental Solutions & Services;Haryana;Environment , Solid Waste Management , Sustainable Development;
6342;Greener Planet Healthier Habitat Foundation India;Haryana;Afforestation , Education - Literacy , Holistic Development;
34228;greenleaf;West Bengal, Barasat;Afforestation , Environment , Solid Waste Management;
41150;Greenlife Charitable Trust;Kerala, Kottayam;Disabilities - Mentally - Challenged , Disabilities - Physically - Challenged;
4766;Greenlife Foundation;Gujarat, Baroda;Environment , Sustainable Development;
16198;Greenorbit;Maharashtra, Mumbai, Sion Koliwada;Environment , Information , Medical - Health;
36264;Greenpeace India;Karnataka, Bangalore;Environment;
2510;Greenpower India;Bihar, Patna;Animal Welfare , Disaster Management , Environment;
25814;Greenseen Foundation;Tamil Nadu, Chennai;Environment;
35302;greenson;Himachal Pradesh, Manali;Capacity Building , Community Development , Environment;
16866;Greenson Initiatives;Maharashtra, Nandurbar;Afforestation , Environment , Sustainable Development;
17170;Gregorian Community, The;Maharashtra, Navi Mumbai;Community Development;
24882;Gremaltes Hospital;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
3120;Grihini;Chhattisgarh, Raipur;Social Welfare , Social Welfare;
29818;Grokul Education An Demployment;Tamil Nadu, Perandurai (Sipcot);Social Welfare , Social Welfare;
17678;GROUND WATER INSTITUTE (GWI);Maharashtra, Pune;Rural Development;
8570;Group for Economic & Social Studies;Delhi, Delhi;Children - Education;
36960;Group for Institution Development;Karnataka, Bangalore;Institution;
38702;Group For Rural Environment, Education (GUREE) And Development;Karnataka, Davanagere;Rural Development;
6790;Group For Rurla Action And Management;Delhi, Delhi;Social Welfare;
40192;Group For Urban & Rural Development;Karnataka, Mysore;Rural Development , Social Welfare;
10376;Grow India;Delhi, Delhi;Business - NGO Products , Education - Literacy , ICT - Information and Communication Technology;
27310;Grrama Seva Trust;Tamil Nadu, Dindigul;Children - Education , Social Welfare;
22886;grsamin Vigyan Seva Sansthan;Rajasthan, Dausa;Rural Development , Social Welfare;
1660;Gruhini Mahila Mandal;Andhra Pradesh, Visakhapatnam;Disabilities;
4580;GSFC Science Foundation;Gujarat, Baroda;Environment;
6542;GTB Hospital (East Delhi);Delhi, Delhi;Medical - Hospital;
28804;Guaranteed Rehabilitation And Implementation Of Service Scheme;Tamil Nadu, Madurai;Social Welfare , Social Welfare;
29254;Guaranteed Rehabilitation and Implementation of Service Schemes for Mass;Tamil Nadu, Madurai;Children , Children - Education , Women;
31634;Guard Society;Tamil Nadu, Tirunelveli;Social Welfare , Social Welfare;
3032;Guardian and Guide;Chhattisgarh, Raibagh;Education - Literacy;
19284;Guardian Angel Society;Nagaland, Dimapur;Social Welfare , Social Welfare;
14570;GUARDIAN CARE TRUST;Maharashtra, Mumbai, Dharavi;Family Welfare , Social Welfare;
29568;Gudalur Taluk Muslim Orphanage;Tamil Nadu, Nagercoil;Children - Education , Social Welfare;
39362;Gudibanda Rural Development & Education Society;Karnataka, Kolar (KGF);Rural Development;
28042;Guidance Association For Technical Education;Tamil Nadu, Kanchipuram;Children - Education , Social Welfare;
32382;Guidance Society For Labour Orphans And Women;Tamil Nadu, Vellore;Social Welfare , Social Welfare;
30466;Guide;Tamil Nadu, Tanjore (Thanjavur);Social Welfare , Social Welfare;
38390;Guide & Light Ministries;Karnataka, Bidar;Social Welfare , Trusts;
22212;GUIDE CONSULTANCY SERVICES;Punjab, Bhatinda;Business - Business Development Services , Business - NGO Products , Children - Education;
228;GUIDE FOR RURAL AGRICULTURE DEVELOPMENT & EDUCATION SOCIETY [GRADES];Andhra Pradesh, Chittoor;Medical - Health , Rural Development , Vocational Training;
270;Guild for Urban And Rural Development Society (GUARDS);Andhra Pradesh, Chittoor;Children;
26106;Guild of Service;Tamil Nadu, Chennai;Children - Education , Disabilities;
40442;Guild of Women Achievers;Karnataka, Mysore;Women;
14180;Guitar Hall;Maharashtra, Mumbai, Chembur;Art and Culture;
5006;Gujarat Adviwasi Vikas Parishad;Gujarat, Dahod;Children - Education , Community Development;
3560;Gujarat AIds Awareness And Prevention (GAP) Unit of Isrcde;Gujarat, Ahmedabad;Medical - HIV / AIDs;
3868;Gujarat Alliance Mission Hostel;Gujarat, Ahmedabad;Children - Education , Community Development;
4482;Gujarat Apang Sahayak Sangh;Gujarat, Baroda;Children;
3870;Gujarat Association for Rural & Urban Development;Gujarat, Ahmedabad;Social Welfare;
4298;Gujarat Ayurveda Resarch and Development Centre (GARD);Gujarat, Baroda;Children;
4206;Gujarat Blind Relief & Health Association;Gujarat, Anand;Social Welfare , Social Welfare;
3656;Gujarat Cancer Society;Gujarat, Ahmedabad;Medical - Cancer;
5100;Gujarat Ecological Education and Research;Gujarat, Gandhinagar;Children - Education , Medical - Research Centre;
3464;Gujarat Education Society;Gujarat, Ahmedabad;Children - Early Intervention , Children - Education;
3872;Gujarat Industrial & Technical Consultancy Organisation Ltd.;Gujarat, Ahmedabad;Children - Education;
4952;Gujarat Institute of Desert Ecology;Gujarat, Bhuj-Kutch;Children - Education , Children - Education;
4068;Gujarat Institute Of Development Research;Gujarat, Ahmedabad;Children - Education , Children - Education;
6082;Gujarat Kelvani & Vaidyakia Rahat Mandal;Gujarat, Valsad;Children - Education;
3466;Gujarat Khet Vikas Parishad;Gujarat, Ahmedabad;Children - Education , Social Welfare;
5754;Gujarat Lok Seva Trust;Gujarat, Sabarkantha;Social Welfare , Social Welfare;
6022;Gujarat Mahajan Panjarpole Gaoshala Federation;Gujarat, Surendranagar;Social Welfare , Social Welfare;
3468;Gujarat Mahila Housing Sewa Trust;Gujarat, Ahmedabad;Social Welfare;
4582;Gujarat Nature Conservation Society;Gujarat, Baroda;Environment;
3432;GUJARAT PHOTOGRAPHER'S AND VIDEOGRAPHER'S ASSOCIATION;Gujarat, Ahmedabad;Business - Business Development Services , Business - Industry Association , Human Rights;
4690;Gujarat Pustakalaya Vikas Vali Trust;Gujarat, Baroda;Library;
3874;Gujarat Rajya Gram Vikas Sangh;Gujarat, Ahmedabad;Social Welfare;
3558;Gujarat Rajya Kalyan Sangh (GBKS);Gujarat, Ahmedabad;Children;
5024;Gujarat Rajya Rachnatmak Karyakar Sangh Gothib;Gujarat, Dahod;Rural Development , Social Welfare;
4566;Gujarat Raktapitt Nivaran Seva Sangh;Gujarat, Baroda;Children - Education , Children - Education , Social Welfare , Social Welfare;
3876;Gujarat Research Organisation Unity Of Planning;Gujarat, Ahmedabad;Children - Education , Social Welfare;
10930;Gujarat Research Society;Delhi, Delhi;Medical - Research Centre;
15228;Gujarat Research Society;Maharashtra, Mumbai, Khar (W);Medical - Mental Health;
4692;Gujarat Safty Council;Gujarat, Baroda;Social Welfare;
5242;Gujarat Samaj Seva Trust;Gujarat, Kheda;Children - Early Intervention , Social Welfare;
3878;Gujarat Sarvar Mandal;Gujarat, Ahmedabad;Social Welfare , Social Welfare;
3880;Gujarat State Crime Prevention Trust;Gujarat, Ahmedabad;Children - Early Intervention , Social Welfare;
4248;Gujarat state Farmer care Roon;Gujarat, Anand;Children , Environment , Youth;
4252;GUJARAT STATE FARMER CARE ROON;Gujarat, Anand;Agriculture , Children - Education , Rural and Urban Development;
5102;Gujarat State Rural Development Council;Gujarat, Gandhinagar;Support Groups;
3438;Gujarat State Women's Sewa Co-op. Federation Ltd.;Gujarat, Ahmedabad;Women;
3470;Gujarat Tract & Book Society;Gujarat, Ahmedabad;Community Development , Social Welfare;
3472;Gujarat Vidyapith;Gujarat, Ahmedabad;Children - Education , Social Welfare;
3882;Gujarat Voluntary Health Association;Gujarat, Ahmedabad;Children - Education , Social Welfare;
3526;Gujrat Lok Samiti;Gujarat, Ahmedabad;Children - Education;
39756;Gulabi Convent;Karnataka, Mandya;Social Welfare;
39708;Gulabi Sadana;Karnataka, Mandya;Education - Slow Learners , Social Welfare;
38874;Gulbarga Boys Hostel;Karnataka, Gulbarga;Social Welfare;
38876;Gulbarga District Womens Work;Karnataka, Gulbarga;Social Welfare;
38878;Gulbarga Integrated Rural Lead Society of India;Karnataka, Gulbarga;Children - Education;
40430;Gundlapet Parish Society;Karnataka, Mysore;Social Welfare;
35830;GUNJ KALA KENDRA;Jharkhand, Dhanbad;Agriculture , Capacity Building , Children;
32982;gunjeshwer mani memorial society;Uttar Pradesh, Amethi;Education - Literacy;
22172;Gurbakhsh Singh Nanak Singh Foundation;Punjab, Amritsar;Children - Education , Social Welfare;
10340;gurdwara hari singh nalwa singh sabha sewa committi;Delhi, Delhi;Children - Education , Children - Slums , Children - Street Children;
33894;Guria Swayam Sevi Sansthan;Uttar Pradesh, Varanasi;Children , Human Rights , Human Trafficking;
39242;Guribidannur Taluk Sarvodaya Trust;Karnataka, Kolar (KGF);Social Welfare;
3884;Gurjar Vipashyana Kendra;Gujarat, Ahmedabad;Social Welfare , Social Welfare;
22328;Gurmat Gian Charitable Trust;Punjab, Ludhiana;Children - Education , Social Welfare;
10154;Guru Geetanand Humanity Foundation;Delhi, Delhi;Senior Citizens , Social Welfare , Spiritual Development;
22330;Guru Gobind Singh Charitable Trust;Punjab, Ludhiana;Social Welfare , Social Welfare;
22162;Guru Gobind Singh Education Society;Punjab, Amritsar;Children - Education , Social Welfare;
33282;guru kripa sawa samiti;Uttar Pradesh, Kanpur;Business - NGO Products , Children - Orphanages , Medical - HIV / AIDs;
13898;Guru Nanak College of Education and Research;Maharashtra, Mumbai, Bhandup (W);Children , Community Development;
22274;Guru Nanak Mission Hospital Trust;Punjab, Jallandhar;Social Welfare , Social Welfare;
32384;Guru Samrat Trust;Tamil Nadu, Vellore;Social Welfare , Social Welfare;
39618;Guru Siadalingeshwara Gramina Abhivrudhi Sangha;Karnataka, Kolar (KGF);Social Welfare;
22332;Guru Tegh Bahadur Sahib Charitable Hospital;Punjab, Ludhiana;Social Welfare , Social Welfare;
10304;Guru Urban Rural Upliftment;Delhi, Delhi;Education - Literacy , Empowerment , Environment;
15426;Guru Valmik community development sanstha;Maharashtra, Mumbai, Mahim (W);Community Development , Human Rights;
5286;Gurudev Sanskrutik Seva Mandal;Gujarat;Agriculture , Rural Development , Trusts;
6084;Gurudev Shree Gunbhadra Vijay Smarak Trust;Gujarat, Valsad;Children - Education , Community Development;
8572;Guruji Ka Ashram;Delhi, Delhi;Social Welfare;
23778;Guruji sewasansthan;Rajasthan, Sikar;Architecture , Business - NGO Products , Rural Development;
34564;Guruji Vij Rajesh Trust;West Bengal, Ganga Nagar;Medical - Alternative Therapies , Senior Citizens , Women - Widows;
18530;Gurukool Foundation Center for Experiential Learning;Maharashtra, Thane;Empowerment , Holistic Development , Interactive Centre;
18556;GuruKool Foundation Center for Experiential Learning;Maharashtra, Thane;Empowerment , Human Rights , Vocational Training;
10198;GURUKUL;Delhi, Delhi;Children , Children - Education;
24884;Gurukul Luthern Theelogical College & Research Institute;Tamil Nadu, Chennai;Children - Education , Social Welfare;
23072;Gurukul Vidyalaya Seva Samiti;Rajasthan, Jaipur;Education - Literacy;
28806;Gurukula Mabalir Mandram;Tamil Nadu, Madurai;Children - Education , Children - Education;
18168;Guruprasad;Maharashtra, Ratnagiri;Medical - HIV / AIDs , Support Groups;
11740;Gwalior Children's Home;Madhya Pradesh, Gwalior;Social Welfare;
8574;Gyalwang Vdrukpa Charitable Trust;Delhi, Delhi;Donors;
4084;Gyan Bharti Trust;Gujarat, Ahmedabad;Education - Literacy;
23342;Gyan Deep Shiksha & Anusandhan Sansthan;Rajasthan, Jaipur;Education - Literacy;
38080;Gyan Joythi Grameena Abhirudhi Samste;Karnataka, Belgaum;Medical - HIV / AIDs , Self - Employment , Women;
38082;Gyan jyoti Grameen Abhivrudhi Samste;Karnataka, Belgaum;Business - NGO Products , Self - Employment , Self Help Groups;
10846;Gyan Lakshay N.G.O.;Delhi, Delhi;Education - Literacy , Rural and Urban Development , Vocational Training;
39046;GYAN PHRABH SAMITI(R);Karnataka, Hospet;Education - Literacy , Rural Development , Social Welfare;
35342;Gyan Pravah;Himachal Pradesh, Others;Children - Education , Disaster Management , Environment;
